onset	duration	trial_type	value	sample	n_simultaneous_stimuli	snr	EEG_trigger_start	EEG_trigger_end	file_clicks	file_story1	file_story2	file_story3	file_story4	file_story5
140.38	10	clicks	0	1403800	1	clean	1	2	clicks/clicks_000_regress.hdf5	n/a	n/a	n/a	n/a	n/a
150.4496	10	clicks	0	1504496	1	clean	1	2	clicks/clicks_001_regress.hdf5	n/a	n/a	n/a	n/a	n/a
160.5192	10	clicks	0	1605192	1	clean	1	2	clicks/clicks_002_regress.hdf5	n/a	n/a	n/a	n/a	n/a
170.5888	10	clicks	0	1705888	1	clean	1	2	clicks/clicks_003_regress.hdf5	n/a	n/a	n/a	n/a	n/a
180.6584	10	clicks	0	1806584	1	clean	1	2	clicks/clicks_004_regress.hdf5	n/a	n/a	n/a	n/a	n/a
190.728	10	clicks	0	1907280	1	clean	1	2	clicks/clicks_005_regress.hdf5	n/a	n/a	n/a	n/a	n/a
200.7975	10	clicks	0	2007975	1	clean	1	2	clicks/clicks_006_regress.hdf5	n/a	n/a	n/a	n/a	n/a
210.8671	10	clicks	0	2108671	1	clean	1	2	clicks/clicks_007_regress.hdf5	n/a	n/a	n/a	n/a	n/a
220.9367	10	clicks	0	2209367	1	clean	1	2	clicks/clicks_008_regress.hdf5	n/a	n/a	n/a	n/a	n/a
231.0063	10	clicks	0	2310063	1	clean	1	2	clicks/clicks_009_regress.hdf5	n/a	n/a	n/a	n/a	n/a
241.0759	10	clicks	0	2410759	1	clean	1	2	clicks/clicks_010_regress.hdf5	n/a	n/a	n/a	n/a	n/a
251.1242	10	clicks	0	2511242	1	clean	1	2	clicks/clicks_011_regress.hdf5	n/a	n/a	n/a	n/a	n/a
261.1938	10	clicks	0	2611938	1	clean	1	2	clicks/clicks_012_regress.hdf5	n/a	n/a	n/a	n/a	n/a
271.2634	10	clicks	0	2712634	1	clean	1	2	clicks/clicks_013_regress.hdf5	n/a	n/a	n/a	n/a	n/a
281.3329	10	clicks	0	2813329	1	clean	1	2	clicks/clicks_014_regress.hdf5	n/a	n/a	n/a	n/a	n/a
291.4025	10	clicks	0	2914025	1	clean	1	2	clicks/clicks_015_regress.hdf5	n/a	n/a	n/a	n/a	n/a
301.4721	10	clicks	0	3014721	1	clean	1	2	clicks/clicks_016_regress.hdf5	n/a	n/a	n/a	n/a	n/a
311.5417	10	clicks	0	3115417	1	clean	1	2	clicks/clicks_017_regress.hdf5	n/a	n/a	n/a	n/a	n/a
321.6113	10	clicks	0	3216113	1	clean	1	2	clicks/clicks_018_regress.hdf5	n/a	n/a	n/a	n/a	n/a
331.6809	10	clicks	0	3316809	1	clean	1	2	clicks/clicks_019_regress.hdf5	n/a	n/a	n/a	n/a	n/a
341.7292	10	clicks	0	3417292	1	clean	1	2	clicks/clicks_020_regress.hdf5	n/a	n/a	n/a	n/a	n/a
351.7988	10	clicks	0	3517988	1	clean	1	2	clicks/clicks_021_regress.hdf5	n/a	n/a	n/a	n/a	n/a
361.8683	10	clicks	0	3618683	1	clean	1	2	clicks/clicks_022_regress.hdf5	n/a	n/a	n/a	n/a	n/a
371.9379	10	clicks	0	3719379	1	clean	1	2	clicks/clicks_023_regress.hdf5	n/a	n/a	n/a	n/a	n/a
381.9862	10	clicks	0	3819862	1	clean	1	2	clicks/clicks_024_regress.hdf5	n/a	n/a	n/a	n/a	n/a
392.0771	10	clicks	0	3920771	1	clean	1	2	clicks/clicks_025_regress.hdf5	n/a	n/a	n/a	n/a	n/a
402.1467	10	clicks	0	4021467	1	clean	1	2	clicks/clicks_026_regress.hdf5	n/a	n/a	n/a	n/a	n/a
412.2163	10	clicks	0	4122163	1	clean	1	2	clicks/clicks_027_regress.hdf5	n/a	n/a	n/a	n/a	n/a
422.2859	10	clicks	0	4222859	1	clean	1	2	clicks/clicks_028_regress.hdf5	n/a	n/a	n/a	n/a	n/a
432.3555	10	clicks	0	4323555	1	clean	1	2	clicks/clicks_029_regress.hdf5	n/a	n/a	n/a	n/a	n/a
442.4037	10	clicks	0	4424037	1	clean	1	2	clicks/clicks_030_regress.hdf5	n/a	n/a	n/a	n/a	n/a
452.4733	10	clicks	0	4524733	1	clean	1	2	clicks/clicks_031_regress.hdf5	n/a	n/a	n/a	n/a	n/a
462.5429	10	clicks	0	4625429	1	clean	1	2	clicks/clicks_032_regress.hdf5	n/a	n/a	n/a	n/a	n/a
472.6125	10	clicks	0	4726125	1	clean	1	2	clicks/clicks_033_regress.hdf5	n/a	n/a	n/a	n/a	n/a
482.6821	10	clicks	0	4826821	1	clean	1	2	clicks/clicks_034_regress.hdf5	n/a	n/a	n/a	n/a	n/a
492.7304	10	clicks	0	4927304	1	clean	1	2	clicks/clicks_035_regress.hdf5	n/a	n/a	n/a	n/a	n/a
502.8	10	clicks	0	5028000	1	clean	1	2	clicks/clicks_036_regress.hdf5	n/a	n/a	n/a	n/a	n/a
512.8695	10	clicks	0	5128695	1	clean	1	2	clicks/clicks_037_regress.hdf5	n/a	n/a	n/a	n/a	n/a
522.9391	10	clicks	0	5229391	1	clean	1	2	clicks/clicks_038_regress.hdf5	n/a	n/a	n/a	n/a	n/a
533.0087	10	clicks	0	5330087	1	clean	1	2	clicks/clicks_039_regress.hdf5	n/a	n/a	n/a	n/a	n/a
543.0783	10	clicks	0	5430783	1	clean	1	2	clicks/clicks_040_regress.hdf5	n/a	n/a	n/a	n/a	n/a
553.1479	10	clicks	0	5531479	1	clean	1	2	clicks/clicks_041_regress.hdf5	n/a	n/a	n/a	n/a	n/a
563.2175	10	clicks	0	5632175	1	clean	1	2	clicks/clicks_042_regress.hdf5	n/a	n/a	n/a	n/a	n/a
573.2871	10	clicks	0	5732871	1	clean	1	2	clicks/clicks_043_regress.hdf5	n/a	n/a	n/a	n/a	n/a
583.3567	10	clicks	0	5833567	1	clean	1	2	clicks/clicks_044_regress.hdf5	n/a	n/a	n/a	n/a	n/a
593.4263	10	clicks	0	5934263	1	clean	1	2	clicks/clicks_045_regress.hdf5	n/a	n/a	n/a	n/a	n/a
603.4959	10	clicks	0	6034959	1	clean	1	2	clicks/clicks_046_regress.hdf5	n/a	n/a	n/a	n/a	n/a
613.5654	10	clicks	0	6135654	1	clean	1	2	clicks/clicks_047_regress.hdf5	n/a	n/a	n/a	n/a	n/a
623.635	10	clicks	0	6236350	1	clean	1	2	clicks/clicks_048_regress.hdf5	n/a	n/a	n/a	n/a	n/a
633.7046	10	clicks	0	6337046	1	clean	1	2	clicks/clicks_049_regress.hdf5	n/a	n/a	n/a	n/a	n/a
643.7742	10	clicks	0	6437742	1	clean	1	2	clicks/clicks_050_regress.hdf5	n/a	n/a	n/a	n/a	n/a
653.8438	10	clicks	0	6538438	1	clean	1	2	clicks/clicks_051_regress.hdf5	n/a	n/a	n/a	n/a	n/a
663.9134	10	clicks	0	6639134	1	clean	1	2	clicks/clicks_052_regress.hdf5	n/a	n/a	n/a	n/a	n/a
673.983	10	clicks	0	6739830	1	clean	1	2	clicks/clicks_053_regress.hdf5	n/a	n/a	n/a	n/a	n/a
684.0526	10	clicks	0	6840526	1	clean	1	2	clicks/clicks_054_regress.hdf5	n/a	n/a	n/a	n/a	n/a
694.1222	10	clicks	0	6941222	1	clean	1	2	clicks/clicks_055_regress.hdf5	n/a	n/a	n/a	n/a	n/a
704.1918	10	clicks	0	7041918	1	clean	1	2	clicks/clicks_056_regress.hdf5	n/a	n/a	n/a	n/a	n/a
714.24	10	clicks	0	7142400	1	clean	1	2	clicks/clicks_057_regress.hdf5	n/a	n/a	n/a	n/a	n/a
724.3096	10	clicks	0	7243096	1	clean	1	2	clicks/clicks_058_regress.hdf5	n/a	n/a	n/a	n/a	n/a
734.3792	10	clicks	0	7343792	1	clean	1	2	clicks/clicks_059_regress.hdf5	n/a	n/a	n/a	n/a	n/a
755.2864	10	speech	1	7552864	2	0 dB	1	2	n/a	speech/alice/alice_042_peaky_diotic_regress.hdf5	n/a	n/a	speech/timemachine/timemachine_345_peaky_diotic_regress.hdf5	n/a
765.356	10	speech	1	7653560	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_386_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_321_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_367_peaky_diotic_regress.hdf5
775.4469	10	speech	1	7754469	5	-6 dB	1	2	n/a	speech/alice/alice_243_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_281_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_327_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_242_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_386_peaky_diotic_regress.hdf5
785.5165	10	speech	1	7855165	1	clean	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_000_peaky_diotic_regress.hdf5	n/a	n/a
795.5861	10	speech	1	7955861	2	0 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_122_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_028_peaky_diotic_regress.hdf5
805.677	10	speech	1	8056770	5	-6 dB	1	2	n/a	speech/alice/alice_382_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_030_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_293_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_086_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_000_peaky_diotic_regress.hdf5
815.7466	10	speech	1	8157466	3	-3 dB	1	2	n/a	speech/alice/alice_078_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_213_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_009_peaky_diotic_regress.hdf5	n/a
825.8375	10	speech	1	8258375	1	clean	1	2	n/a	n/a	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_312_peaky_diotic_regress.hdf5
835.9071	10	speech	1	8359071	5	-6 dB	1	2	n/a	speech/alice/alice_150_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_242_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_076_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_337_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_232_peaky_diotic_regress.hdf5
845.9767	10	speech	1	8459767	3	-3 dB	1	2	n/a	speech/alice/alice_273_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_243_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_065_peaky_diotic_regress.hdf5	n/a	n/a
856.0676	10	speech	1	8560676	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_376_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_061_peaky_diotic_regress.hdf5
866.1372	10	speech	1	8661372	1	clean	1	2	n/a	n/a	speech/peterpan/peterpan_395_peaky_diotic_regress.hdf5	n/a	n/a	n/a
876.2281	10	speech	1	8762281	5	-6 dB	1	2	n/a	speech/alice/alice_049_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_072_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_256_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_148_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_389_peaky_diotic_regress.hdf5
886.2977	10	speech	1	8862977	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_046_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_102_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_132_peaky_diotic_regress.hdf5
896.3887	10	speech	1	8963887	1	clean	1	2	n/a	n/a	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_166_peaky_diotic_regress.hdf5
906.4583	10	speech	1	9064583	2	0 dB	1	2	n/a	speech/alice/alice_240_peaky_diotic_regress.hdf5	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_353_peaky_diotic_regress.hdf5
916.5278	10	speech	1	9165278	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_336_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_255_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_050_peaky_diotic_regress.hdf5
926.6188	10	speech	1	9266188	1	clean	1	2	n/a	n/a	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_282_peaky_diotic_regress.hdf5
936.6884	10	speech	1	9366884	5	-6 dB	1	2	n/a	speech/alice/alice_003_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_091_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_282_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_267_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_048_peaky_diotic_regress.hdf5
946.7579	10	speech	1	9467579	2	0 dB	1	2	n/a	speech/alice/alice_033_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_129_peaky_diotic_regress.hdf5	n/a	n/a
956.8489	10	speech	1	9568489	3	-3 dB	1	2	n/a	speech/alice/alice_160_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_352_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_359_peaky_diotic_regress.hdf5	n/a	n/a
966.9185	10	speech	1	9669185	2	0 dB	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_130_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_319_peaky_diotic_regress.hdf5
976.988	10	speech	1	9769880	5	-6 dB	1	2	n/a	speech/alice/alice_134_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_210_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_207_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_206_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_128_peaky_diotic_regress.hdf5
987.0576	10	speech	1	9870576	1	clean	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_235_peaky_diotic_regress.hdf5	n/a
997.1486	10	speech	1	9971486	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_115_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_371_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_245_peaky_diotic_regress.hdf5	n/a
1007.2182	10	speech	1	10072182	5	-6 dB	1	2	n/a	speech/alice/alice_107_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_050_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_392_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_320_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_213_peaky_diotic_regress.hdf5
1017.3091	10	speech	1	10173091	2	0 dB	1	2	n/a	speech/alice/alice_146_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_315_peaky_diotic_regress.hdf5	n/a	n/a
1027.3787	10	speech	1	10273787	1	clean	1	2	n/a	speech/alice/alice_235_peaky_diotic_regress.hdf5	n/a	n/a	n/a	n/a
1037.4483	10	speech	1	10374483	2	0 dB	1	2	n/a	speech/alice/alice_244_peaky_diotic_regress.hdf5	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_347_peaky_diotic_regress.hdf5
1047.5178	10	speech	1	10475178	5	-6 dB	1	2	n/a	speech/alice/alice_257_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_365_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_179_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_236_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_288_peaky_diotic_regress.hdf5
1057.6088	10	speech	1	10576088	3	-3 dB	1	2	n/a	speech/alice/alice_129_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_159_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_296_peaky_diotic_regress.hdf5	n/a	n/a
1067.6784	10	speech	1	10676784	1	clean	1	2	n/a	n/a	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_343_peaky_diotic_regress.hdf5
1077.7479	10	speech	1	10777479	5	-6 dB	1	2	n/a	speech/alice/alice_249_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_169_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_148_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_071_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_382_peaky_diotic_regress.hdf5
1087.8389	10	speech	1	10878389	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_251_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_013_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_362_peaky_diotic_regress.hdf5
1097.9085	10	speech	1	10979085	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_347_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_154_peaky_diotic_regress.hdf5	n/a
1107.9781	10	speech	1	11079781	1	clean	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_270_peaky_diotic_regress.hdf5	n/a
1118.0476	10	speech	1	11180476	3	-3 dB	1	2	n/a	speech/alice/alice_108_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_015_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_332_peaky_diotic_regress.hdf5
1128.1386	10	speech	1	11281386	1	clean	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_097_peaky_diotic_regress.hdf5	n/a	n/a
1138.2082	10	speech	1	11382082	2	0 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_079_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_046_peaky_diotic_regress.hdf5	n/a
1148.2777	10	speech	1	11482777	5	-6 dB	1	2	n/a	speech/alice/alice_064_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_013_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_121_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_220_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_153_peaky_diotic_regress.hdf5
1158.3687	10	speech	1	11583687	5	-6 dB	1	2	n/a	speech/alice/alice_227_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_185_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_328_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_095_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_142_peaky_diotic_regress.hdf5
1168.4383	10	speech	1	11684383	2	0 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_270_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_291_peaky_diotic_regress.hdf5	n/a
1178.5292	10	speech	1	11785292	1	clean	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_055_peaky_diotic_regress.hdf5	n/a	n/a
1188.5988	10	speech	1	11885988	3	-3 dB	1	2	n/a	speech/alice/alice_116_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_083_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_191_peaky_diotic_regress.hdf5	n/a
1198.6897	10	speech	1	11986897	2	0 dB	1	2	n/a	speech/alice/alice_302_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_243_peaky_diotic_regress.hdf5	n/a	n/a
1208.7593	10	speech	1	12087593	5	-6 dB	1	2	n/a	speech/alice/alice_365_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_048_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_355_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_057_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_376_peaky_diotic_regress.hdf5
1218.8289	10	speech	1	12188289	1	clean	1	2	n/a	n/a	speech/peterpan/peterpan_196_peaky_diotic_regress.hdf5	n/a	n/a	n/a
1228.9198	10	speech	1	12289198	3	-3 dB	1	2	n/a	speech/alice/alice_369_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_274_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_237_peaky_diotic_regress.hdf5
1238.9894	10	speech	1	12389894	1	clean	1	2	n/a	speech/alice/alice_290_peaky_diotic_regress.hdf5	n/a	n/a	n/a	n/a
